Income_JobSatisfaction,MonthlyIncome,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Age,OverTime_Yes,MaritalStatus_Single,Attrition_Yes
8442,2814,457,4,4,2,3,22,1,0,0
33735,11245,1234,32,30,8,13,50,1,0,0
13248,3312,634,6,3,2,2,32,0,0,0
76196,19049,1313,23,22,7,10,44,1,0,0
4282,2141,241,6,6,4,1,30,0,0,0
5769,5769,1015,10,10,7,4,45,1,1,0
4385,4385,336,10,10,7,5,45,0,0,0
5332,5332,715,10,5,2,3,31,0,1,0
13989,4663,559,7,3,2,1,36,1,0,0
18896,4724,426,9,9,7,2,34,0,0,0
3211,3211,722,10,9,6,4,49,0,0,0
5377,5377,1387,10,7,7,7,39,0,0,0
4066,4066,1302,7,7,7,7,27,0,0,0
5208,5208,819,16,16,15,10,35,0,0,0
4877,4877,580,6,5,3,0,28,0,0,0
12468,3117,546,3,2,2,2,21,0,1,0
6276,1569,544,0,0,0,0,18,1,1,1
58974,19658,1176,27,5,2,0,47,0,0,0
9207,3069,170,11,10,8,7,39,0,0,0
31305,10435,884,18,18,15,12,40,0,0,0
12444,4148,208,15,14,11,9,35,0,0,0
17304,5768,671,9,4,3,2,37,0,0,0
15126,5042,711,10,9,2,8,39,0,1,0
23080,5770,1329,10,10,7,9,45,0,0,0
23268,7756,397,10,5,4,2,38,1,0,0
10306,10306,737,15,13,12,0,35,0,0,1
7872,3936,1470,8,8,4,7,37,0,0,0
31780,7945,448,18,4,2,3,40,1,1,0
22972,5743,602,14,10,7,2,44,1,0,0
60808,15202,365,23,2,2,2,48,0,0,0
21760,5440,763,7,2,2,2,35,1,0,1
15040,3760,567,6,6,3,3,24,1,1,0
10551,3517,486,5,3,2,2,27,0,0,0
10320,2580,591,6,4,2,2,27,0,1,0
2166,2166,1329,10,4,2,3,40,1,1,1
17607,5869,469,8,5,2,4,29,0,1,0
8008,8008,711,9,3,2,2,36,0,0,0
15618,5206,772,7,7,7,7,25,0,0,0
10590,5295,492,7,5,4,0,39,0,0,0
32826,16413,301,27,4,2,2,49,0,0,0
13269,13269,813,19,14,11,11,50,0,0,0
8349,2783,1141,2,2,2,2,20,0,1,0
10866,5433,1130,11,11,8,9,34,0,0,0
4026,2013,311,15,4,3,3,36,0,1,0
41898,13966,465,30,15,11,12,49,1,0,0
13122,4374,894,4,3,2,2,36,0,0,0
6842,6842,1040,13,5,4,4,36,0,0,0
52278,17426,584,36,10,8,7,54,0,0,0
52809,17603,1291,14,14,10,11,43,0,0,0
18324,4581,880,13,11,9,7,35,1,1,1
18940,4735,1189,19,13,11,9,38,0,0,0
8374,4187,991,10,10,0,9,29,1,0,0
22020,5505,392,6,6,2,4,33,0,0,0
10940,5470,977,10,9,5,6,32,0,0,0
21904,5476,1112,10,10,0,2,31,0,0,0
2587,2587,464,17,2,2,2,49,1,0,0
4880,2440,148,4,4,3,3,38,0,1,0
31944,15972,1225,29,3,2,2,47,0,0,0
46137,15379,809,23,8,7,0,49,0,1,0
21246,7082,1206,21,2,0,2,41,1,1,0
2728,2728,727,2,2,2,2,20,0,1,0
21472,5368,530,7,6,5,2,33,1,0,0
16041,5347,1351,10,3,2,2,36,0,0,0
12780,3195,528,8,2,2,2,44,1,0,0
11967,3989,1320,5,5,4,2,23,1,1,1
9918,3306,1495,7,0,0,0,38,0,0,0
28020,7005,1395,11,4,3,2,53,0,0,0
7965,2655,708,19,9,7,7,48,1,0,1
2786,1393,1259,1,1,0,0,32,0,1,1
10280,2570,786,7,7,7,7,26,0,1,0
7074,3537,1441,8,4,2,2,55,0,0,0
15944,3986,1157,15,15,10,13,34,0,0,0
43532,10883,370,19,1,0,0,60,0,0,0
4056,2028,267,14,14,11,13,33,0,0,0
38100,9525,1278,6,6,3,3,37,0,0,0
11716,2929,678,10,10,9,7,34,0,0,0
9100,2275,427,3,3,2,2,23,1,0,1
31516,7879,921,9,8,7,7,44,1,0,0
19720,4930,146,6,5,4,4,35,1,1,0
31388,7847,1179,10,10,9,8,43,1,0,0
13203,4401,581,5,5,3,4,24,0,0,0
27723,9241,918,10,10,8,7,41,0,1,0
8922,2974,1082,9,5,3,2,29,0,0,0
18008,4502,530,17,13,7,7,36,0,1,0
32244,10748,1238,25,23,15,4,45,0,0,0
4665,1555,240,1,1,0,0,24,0,0,1
38808,12936,1093,25,23,5,10,47,0,0,1
6915,2305,390,3,3,2,2,26,0,0,0
33408,16704,1005,21,21,6,6,45,0,1,0
10299,3433,585,10,5,2,3,32,0,0,0
10431,3477,741,6,5,2,3,31,0,0,0
12860,6430,552,10,3,2,2,41,0,0,0
6516,6516,369,18,1,0,0,40,1,0,0
3907,3907,506,6,6,2,2,24,0,0,0
11124,5562,717,19,10,7,9,46,0,1,0
20649,6883,1370,17,7,7,7,35,0,0,0
11448,2862,793,10,10,0,8,30,0,0,0
9956,4978,543,4,1,0,0,47,0,0,0
41472,10368,1277,13,10,6,3,46,1,0,0
6134,6134,1456,16,2,2,2,36,1,0,1
13470,6735,964,10,0,0,0,32,0,1,1
6590,3295,160,3,3,2,2,23,0,1,0
20952,5238,163,9,5,4,4,31,0,1,0
25888,6472,792,9,9,8,8,39,1,0,0
28830,9610,371,10,4,3,2,32,0,0,0
39666,19833,611,21,21,8,8,40,0,1,0
29268,9756,176,9,5,0,3,45,0,0,0
4968,4968,1312,10,9,7,7,30,0,1,0
8580,2145,897,3,2,2,1,24,0,0,0
8720,2180,600,6,4,2,2,30,0,0,1
25038,8346,1003,6,5,2,2,31,0,0,0
13780,3445,1054,6,6,2,4,27,0,1,0
5520,2760,428,2,2,2,2,29,0,1,1
18882,6294,461,10,3,2,2,29,1,1,0
7140,7140,979,12,7,7,7,30,0,0,0
11728,2932,181,6,5,0,2,34,1,0,0
10294,5147,1283,13,11,7,7,33,0,1,0
18028,4507,1313,8,5,1,4,49,0,1,0
8564,8564,211,11,0,0,0,33,1,1,1
4936,2468,594,9,6,1,5,38,0,0,0
24483,8161,1079,10,1,0,0,31,0,0,1
2109,2109,590,1,1,0,0,29,0,0,0
15882,5294,305,10,7,0,7,30,0,0,0
5436,2718,953,12,7,7,7,32,0,1,0
23244,5811,833,15,1,0,0,38,1,0,0
7311,2437,807,6,1,0,0,43,1,0,1
5532,2766,855,7,5,3,4,42,0,0,0
19038,19038,478,34,1,0,0,55,0,0,0
6110,3055,775,11,9,8,7,33,0,0,0
2289,2289,548,5,5,3,4,41,0,0,0
12003,4001,1375,15,15,14,7,34,1,0,0
38895,12965,661,27,3,2,2,53,1,0,0
14156,3539,244,10,9,7,8,43,0,1,0
24116,6029,511,6,2,2,2,34,0,1,0
5358,2679,337,1,1,0,0,21,0,1,1
11106,3702,1153,5,5,4,4,38,0,0,0
2398,2398,1294,1,1,0,0,22,1,0,1
21872,5468,196,13,12,7,7,31,0,0,0
39348,13116,942,15,2,2,2,51,0,0,0
8378,4189,589,5,5,2,3,37,0,0,0
77312,19328,734,24,2,1,2,46,1,0,0
8321,8321,1383,15,12,8,7,36,1,0,0
4684,2342,429,6,5,3,3,44,1,0,1
8142,4071,1239,19,10,0,7,37,0,0,0
23252,5813,303,10,10,7,7,35,1,1,1
3143,3143,867,14,10,8,6,33,0,0,0
8176,2044,1181,5,5,3,3,28,0,0,0
40392,13464,1253,9,4,3,2,39,0,1,0
15982,7991,849,6,2,2,2,46,0,1,0
3377,3377,616,7,4,3,2,40,0,0,0
5538,5538,1128,10,0,0,0,42,0,0,0
23048,5762,1180,15,7,7,7,35,0,0,0
5184,2592,1336,13,11,10,8,38,0,0,0
5346,5346,234,11,7,1,7,34,0,0,1
4213,4213,370,10,10,3,8,37,0,1,1
16508,4127,766,7,2,1,2,39,0,0,0
7314,2438,343,7,3,2,2,43,0,1,0
13740,6870,447,11,3,2,2,41,0,1,0
31341,10447,796,23,22,14,5,41,1,0,0
29001,9667,1092,9,7,7,2,30,0,1,0
4296,2148,920,6,5,1,4,26,1,0,1
17852,8926,261,13,9,7,7,46,0,0,1
26052,6513,1194,12,5,3,3,40,0,0,0
20397,6799,810,10,10,8,8,34,0,0,0
32582,16291,350,37,16,9,14,58,0,0,0
8115,2705,185,6,5,4,3,35,0,0,0
20666,10333,1001,28,22,11,10,47,1,0,0
4448,4448,750,15,7,4,7,40,0,0,0
27416,6854,431,14,7,1,7,54,0,0,0
9637,9637,1125,9,3,2,2,31,0,0,0
3591,3591,1217,3,3,2,2,28,0,0,0
21620,5405,723,20,4,2,3,38,1,0,0
18736,4684,572,5,5,3,2,26,0,1,0
47361,15787,1216,23,2,2,2,58,1,0,0
4542,1514,1431,0,0,0,0,18,0,1,0
2956,2956,359,2,1,0,0,31,0,0,1
2335,2335,350,4,2,2,0,29,1,0,1
15462,5154,589,10,8,7,7,45,0,0,0
13924,6962,430,15,1,0,0,36,1,0,0
22700,5675,1422,7,7,7,7,43,0,0,0
9516,2379,1297,6,5,4,2,27,1,1,0
15248,3812,574,11,11,8,10,29,0,0,0
18592,4648,1318,4,0,0,0,32,0,1,0
8808,2936,355,10,6,3,3,42,0,0,0
6315,2105,207,7,2,2,0,47,0,1,0
34312,8578,706,12,9,8,7,46,0,0,0
10824,2706,280,3,3,2,2,28,0,0,0
19152,6384,726,11,7,0,6,29,0,0,0
11904,3968,1142,8,0,0,0,42,0,1,0
19814,9907,414,7,2,2,2,32,1,1,1
13225,13225,1319,25,19,17,8,46,0,0,0
10620,3540,728,9,9,8,8,27,0,0,0
5608,2804,352,1,1,0,0,29,0,0,0
58176,19392,823,21,16,12,14,43,0,0,0
39330,19665,1224,29,22,10,9,48,0,0,0
9756,2439,459,1,1,0,0,29,1,1,1
14628,7314,1254,14,8,7,7,46,0,0,1
4774,4774,1131,8,7,6,3,27,0,0,0
15608,3902,835,7,2,2,2,39,0,0,0
10648,2662,836,19,5,2,4,55,0,0,0
5712,2856,1172,1,1,0,0,28,0,0,0
4324,1081,945,1,1,0,0,30,0,1,1
4944,2472,391,1,1,0,0,22,1,1,1
17019,5673,1266,10,10,9,7,36,1,0,0
12591,4197,311,10,10,8,2,31,0,0,0
38852,9713,1480,9,5,3,0,34,1,0,0
2062,2062,592,11,3,2,2,29,0,1,0
4284,4284,783,16,5,3,4,37,1,0,0
9576,4788,219,4,3,2,2,35,1,0,0
23624,5906,556,10,9,8,8,45,0,0,0
15544,3886,1213,10,10,1,8,36,0,1,0
16823,16823,1137,22,19,7,16,40,0,0,0
8799,2933,482,1,1,0,0,26,1,0,0
19500,6500,511,9,8,7,7,27,0,1,0
68696,17174,117,24,22,17,7,48,0,0,0
5033,5033,170,10,2,0,2,44,0,0,0
2307,2307,967,5,5,2,0,34,1,0,1
10348,2587,1162,5,4,2,0,56,0,1,1
11014,5507,335,12,4,2,3,36,0,0,0
8786,4393,337,14,5,4,4,41,0,0,0
13348,13348,1396,18,13,7,7,42,0,0,0
26332,6583,1079,8,5,2,4,31,1,0,0
32412,8103,735,9,4,2,1,34,1,0,0
11934,3978,471,4,2,2,2,31,0,0,0
10176,2544,1096,8,7,7,7,26,0,0,0
16197,5399,1297,12,4,2,3,45,0,1,0
16461,5487,217,10,10,4,9,33,0,1,0
27336,6834,783,7,7,7,7,28,1,0,0
1091,1091,746,1,1,0,0,29,0,1,1
17208,5736,1251,10,3,2,2,39,0,0,0
4452,2226,1354,6,5,3,2,27,0,0,0
22988,5747,735,16,15,10,11,34,1,0,0
29562,9854,1475,6,2,0,2,28,1,1,1
10934,5467,1169,16,8,7,7,47,0,0,0
5380,5380,1443,6,0,0,0,56,0,0,0
5151,5151,867,10,10,0,9,39,0,0,0
4266,2133,1394,20,20,11,7,38,1,0,0
71500,17875,605,29,1,0,0,58,1,0,0
7296,2432,238,8,4,1,3,32,1,1,1
19084,4771,1206,10,5,2,3,38,0,0,0
76644,19161,1064,28,5,4,3,49,0,0,0
20348,5087,419,14,0,0,0,42,1,0,0
5726,2863,1337,1,1,0,0,27,0,0,1
5561,5561,682,6,5,3,4,35,0,0,0
6432,2144,1103,5,5,3,4,28,0,1,0
3065,3065,976,4,4,2,3,31,1,0,0
5620,2810,1351,5,5,4,2,36,0,0,0
39552,9888,937,14,14,8,1,34,0,1,0
25884,8628,1239,9,8,7,1,34,0,0,0
2867,2867,157,8,7,7,6,26,0,1,0
5373,5373,136,6,5,3,2,29,0,0,0
26668,6667,1146,9,5,1,2,32,0,0,0
5003,5003,1125,10,10,8,7,31,0,0,0
9468,2367,1404,6,4,1,3,28,0,0,1
2858,2858,1404,20,1,0,0,38,0,1,0
20816,5204,1224,10,10,8,9,35,1,0,0
16420,4105,954,7,7,7,7,27,0,1,0
38716,9679,1373,8,1,0,0,32,0,1,0
22468,5617,754,10,10,7,8,31,1,0,1
10448,10448,1168,15,2,2,2,53,1,1,1
8691,2897,155,9,4,3,3,54,0,0,0
17904,5968,1303,9,9,7,8,33,0,0,0
22530,7510,574,10,10,9,9,43,0,0,0
5982,2991,1444,7,6,2,2,38,1,0,0
39272,19636,189,35,10,9,4,55,1,0,0
4516,1129,1276,1,1,0,0,31,1,0,0
13341,13341,119,21,20,8,10,39,0,1,0
12996,4332,335,20,20,9,7,42,0,1,0
33093,11031,697,13,11,7,8,31,0,0,0
4440,4440,157,9,5,2,4,54,1,1,0
13851,4617,771,4,4,3,2,24,0,1,0
10588,2647,571,5,5,2,4,23,0,1,0
18969,6323,692,10,10,9,4,40,0,0,0
11354,5677,444,15,11,8,10,40,0,0,0
4374,2187,309,6,2,0,2,25,0,0,0
7496,3748,911,12,12,8,7,30,0,0,0
11931,3977,977,7,2,2,2,25,1,0,0
25899,8633,1180,25,17,14,11,47,0,1,0
6024,2008,1313,1,1,1,0,33,0,0,0
8880,4440,1321,16,15,13,8,38,0,0,0
9201,3067,1154,3,2,2,2,31,0,0,0
15963,5321,508,10,8,3,7,38,0,0,0
5410,5410,557,9,4,3,2,42,1,0,0
11128,2782,642,12,5,3,0,41,0,0,0
23914,11957,1162,14,13,8,12,47,0,0,0
7980,2660,1490,5,2,2,2,35,1,0,0
10125,3375,581,4,3,2,2,22,0,1,0
15294,5098,1395,10,10,7,8,35,0,1,0
19512,4878,501,10,9,7,1,33,1,0,0
5674,2837,267,6,6,2,1,32,0,1,0
9624,2406,543,8,1,0,0,40,0,0,0
4538,2269,234,3,2,2,2,32,0,0,0
16432,4108,116,18,7,7,7,39,0,1,0
39618,13206,201,20,18,16,11,38,0,0,0
41688,10422,801,14,14,10,7,32,0,0,0
54976,13744,161,16,16,11,8,37,1,0,0
14721,4907,1382,6,5,3,4,25,1,0,0
13928,3482,585,16,9,8,0,52,0,0,0
9744,2436,1037,6,4,3,2,44,1,1,0
2380,2380,501,2,2,2,2,21,1,1,0
77724,19431,105,21,6,0,3,39,0,1,0
1790,1790,638,1,1,0,0,23,0,0,1
30576,7644,557,10,9,7,4,36,0,0,0
10262,5131,688,18,4,2,2,36,0,0,0
18918,6306,667,13,13,12,9,56,0,0,0
19148,4787,1092,4,2,2,2,29,1,0,1
56640,18880,300,24,22,6,14,42,0,0,0
7017,2339,310,14,10,9,8,56,0,0,1
27140,13570,582,21,20,7,10,41,0,0,0
20136,6712,704,8,8,7,7,34,0,0,0
21624,5406,301,15,15,12,11,36,0,0,0
17876,8938,930,14,5,4,4,41,0,0,0
2439,2439,529,4,4,2,2,32,0,1,0
35348,8837,1146,9,9,0,7,35,1,1,0
21372,5343,345,10,10,7,9,38,0,0,0
20184,6728,878,12,6,3,1,50,0,0,1
26608,6652,1120,8,6,3,0,36,0,0,0
14550,4850,374,8,5,3,1,45,0,1,0
8427,2809,1322,8,2,2,2,40,0,1,0
17067,5689,1199,10,10,2,2,35,1,0,0
6003,2001,1194,20,5,3,2,40,0,0,0
11908,2977,287,4,4,3,1,35,0,0,0
8050,4025,1378,10,4,3,3,29,1,0,0
3785,3785,468,5,5,4,4,29,0,1,0
10854,10854,410,20,3,2,0,50,1,0,1
48124,12031,722,21,20,9,6,39,0,0,0
9936,9936,325,10,9,4,7,31,0,1,0
8898,2966,1167,5,4,2,0,26,0,1,0
10284,2571,884,17,5,2,3,36,0,0,0
9991,9991,613,9,7,7,7,39,0,0,0
12284,6142,155,6,6,2,3,27,1,0,0
10780,5390,1023,17,9,6,8,49,0,0,0
13212,4404,628,6,4,3,2,34,0,0,0
